src_ip,dst_ip,src_port,dst_port,src_mac,dst_mac,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.0.15,194.168.4.100,56174,53,a4:42:3b:e6:d3:13,48:d3:43:04:89:00,6,2024-04-24 11:24:14,46018.83888244629,15558.845407399349,239.03254117512967,130.38138609552527,108.6511550796044,6,5,374,342,90.0,54.0,62.333333333333336,13.085190950927014,108.0,56.0,68.4,20.175232340669588,108,54,65.0909090909091,16.956921598056784,287.53719008264466,120,100,20,2,4601.883888244629,15064.001083374023,53.882598876953125,6645.4132658705485,46018.83888244629,16345.977783203125,137.09068298339844,9203.767776489258,7409.6210959190585,31307.93571472168,15501.976013183594,439.8822784423828,7826.98392868042,7306.073022593956,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333334,65.0909090909091,64240,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,4.0,0.0,3796.0365035070517,62.333333333333336,68.4,0,6,5,374,342
192.168.0.15,194.168.4.100,56175,53,a4:42:3b:e6:d3:13,48:d3:43:04:89:00,6,2024-04-24 11:24:14,49354.07638549805,15398.930659014715,222.87925953837086,121.57050520274775,101.30875433562312,6,5,374,386,90.0,54.0,62.333333333333336,13.085190950927014,152.0,56.0,77.2,37.6,152,54,69.0909090909091,28.12134273741871,790.809917355372,120,100,20,2,4935.407638549805,19814.014434814453,62.22724914550781,7310.630724597259,49354.07638549805,19940.853118896484,64.13459777832031,9870.81527709961,8216.009218770647,29477.834701538086,14556.884765625,412.94097900390625,7369.4586753845215,6848.293055450808,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333334,69.0909090909091,64240,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,4.0,0.0,6662.913423351866,62.333333333333336,77.2,0,6,5,374,386
192.168.0.15,172.217.16.228,58399,443,a4:42:3b:e6:d3:13,48:d3:43:04:89:00,17,2024-04-24 11:24:12,3635027.1701812744,3346.0547694870315,8.25303322244602,3.8514155038081426,4.401617718637877,14,16,6295,5868,1292.0,73.0,449.64285714285717,534.9570886853393,1292.0,63.0,366.75,451.7713055296894,1292,63,405.43333333333334,494.0772330539247,244112.31222222222,112,128,8,14,125345.76448900947,3418059.1106414795,0.0,622347.8149055257,3617043.0183410645,3438044.0711975098,71.04873657226562,278234.078333928,912287.8849003828,3600291.0137176514,3436917.0665740967,0.0,240019.4009145101,854537.1754635712,0,0,0,0,1,0,0,0,0,0,0,1.1428571428571428,405.43333333333334,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2713.0,5.0,1985.5,4.5,3210820.1896162527,216866.72288121248,449.64285714285717,366.75,0,14,16,6295,5868
192.168.0.15,104.98.226.24,56176,443,a4:42:3b:e6:d3:13,48:d3:43:04:89:00,6,2024-04-24 11:24:14,665441.0362243652,44357.04802258065,46.58564517735543,10.519339233596387,36.06630594375904,7,24,4264,25253,2181.0,54.0,609.1428571428571,857.9274742193586,1514.0,56.0,1052.2083333333333,627.1336898385825,2181,54,952.1612903225806,710.6392895076119,505008.1997918834,140,480,20,3,22181.367874145508,547080.0399780273,0.0,97923.65796889506,665441.0362243652,547265.0527954102,411.03363037109375,110906.83937072754,196352.02989568518,644144.0582275391,556131.12449646,0.0,28006.26340119735,113048.56804942871,0,0,0,0,1,0,0,0,0,0,0,3.4285714285714284,952.1612903225806,64240,501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23671.0,20.0,0.0,39479.628592333385,609.1428571428571,1052.2083333333333,0,7,24,4264,25253
192.168.0.15,194.168.4.100,50749,53,a4:42:3b:e6:d3:13,48:d3:43:04:89:00,17,2024-04-24 11:24:15,2350544.9295043945,331.83794540973133,3.403466106766475,1.7017330533832375,1.7017330533832375,4,4,342,438,96.0,74.0,85.5,8.874119674649425,128.0,90.0,109.5,16.695807857064,128,74,97.5,17.96524422322168,322.75,32,32,8,4,335792.13278634206,1646239.0422821045,9108.781814575195,559242.7632345915,2341436.1476898193,1655513.048171997,184281.1107635498,780478.7158966064,632162.0539678306,2339518.7854766846,1655347.8240966797,187085.8669281006,779839.5951588949,631881.2517499741,0,0,0,0,1,0,0,0,0,0,0,1.0,97.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.5,109.5,0,4,4,342,438
